activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,204731,[],CHEMBL706869,Compound was tested for inhibition of monoamine oxidase-B (MAO-B).,B,,,BAO_0000190,BAO_0000357,single protein format,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1151505,Bioorg. Med. Chem. Lett.,1996.0,,CHEMBL160836,,CHEMBL160836,,0,http://www.openphacts.org/units/Nanomolar,308501,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,uM,UO_0000065,,1000.0
,204990,[],CHEMBL734179,Inhibitory concentration against Monoamine oxidase B was measured in baboon liver.,B,,,BAO_0000190,BAO_0000221,tissue-based format,N#CCCn1nc(-c2ccc(OCc3ccccc3)cc2)sc1=O,,,CHEMBL1136363,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '24.00', 'le': '0.46', 'lle': '4.64', 'sei': '11.92'}",CHEMBL16530,,CHEMBL16530,8.10,0,http://www.openphacts.org/units/Nanomolar,319610,=,1,1,=,,IC50,nM,,8.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,nM,UO_0000065,,8.0
,204991,[],CHEMBL734179,Inhibitory concentration against Monoamine oxidase B was measured in baboon liver.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cc1cc2c(nn1)-c1cc(OCCCC(F)(F)F)ccc1C2=O,,,CHEMBL1136363,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '33.68', 'le': '0.64', 'lle': '7.13', 'sei': '20.84'}",CHEMBL348961,,CHEMBL348961,10.85,0,http://www.openphacts.org/units/Nanomolar,319601,=,1,1,=,,IC50,nM,,0.014,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,nM,UO_0000065,,0.014
,205973,[],CHEMBL706869,Compound was tested for inhibition of monoamine oxidase-B (MAO-B).,B,,,BAO_0000190,BAO_0000357,single protein format,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1151505,Bioorg. Med. Chem. Lett.,1996.0,,CHEMBL156861,,CHEMBL156861,,0,http://www.openphacts.org/units/Nanomolar,308507,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,uM,UO_0000065,,1000.0
,208322,[],CHEMBL706869,Compound was tested for inhibition of monoamine oxidase-B (MAO-B).,B,,,BAO_0000190,BAO_0000357,single protein format,C/N=C1/CCc2c1n(C)c1ccccc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1151505,Bioorg. Med. Chem. Lett.,1996.0,,CHEMBL346766,,CHEMBL346766,,0,http://www.openphacts.org/units/Nanomolar,308491,=,1,1,=,,IC50,nM,,317000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,uM,UO_0000065,,317.0
,208592,[],CHEMBL734179,Inhibitory concentration against Monoamine oxidase B was measured in baboon liver.,B,,,BAO_0000190,BAO_0000221,tissue-based format,N#CCCn1nc(-c2ccc(OCc3ccccc3)cc2)sc1=S,,,CHEMBL1136363,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '22.06', 'le': '0.44', 'lle': '2.97', 'sei': '15.33'}",CHEMBL16623,,CHEMBL16623,7.80,0,http://www.openphacts.org/units/Nanomolar,319608,=,1,1,=,,IC50,nM,,16.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,nM,UO_0000065,,16.0
,211846,[],CHEMBL706869,Compound was tested for inhibition of monoamine oxidase-B (MAO-B).,B,,,BAO_0000190,BAO_0000357,single protein format,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1151505,Bioorg. Med. Chem. Lett.,1996.0,,CHEMBL155350,,CHEMBL155350,,0,http://www.openphacts.org/units/Nanomolar,308500,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,uM,UO_0000065,,1000.0
Not Determined,213009,[],CHEMBL706868,Compound was tested for inhibition of monoamine oxidase-B (MAO-B) at 10 mg/kg dose upon peroral administration in 1 hr time interval: Not tested,B,,,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1151505,Bioorg. Med. Chem. Lett.,1996.0,,CHEMBL433041,EPTASTIGMINE,CHEMBL433041,,0,,308498,,1,0,,,IC50,nM,,,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,uM,,,
,214138,[],CHEMBL706869,Compound was tested for inhibition of monoamine oxidase-B (MAO-B).,B,,,BAO_0000190,BAO_0000357,single protein format,CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1151505,Bioorg. Med. Chem. Lett.,1996.0,,CHEMBL155863,,CHEMBL155863,,0,http://www.openphacts.org/units/Nanomolar,308509,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,uM,UO_0000065,,1000.0
,214371,[],CHEMBL734178,Inhibitory concentration against Monoamine oxidase B was measured,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CCc2cc(OCCCC(F)(F)F)ccc21,,,CHEMBL1136363,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '36.78', 'le': '0.72', 'lle': '5.96', 'sei': '36.11'}",CHEMBL414637,,CHEMBL414637,9.50,0,http://www.openphacts.org/units/Nanomolar,319602,=,1,1,=,,IC50,nM,,0.318,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,nM,UO_0000065,,0.318
,215546,[],CHEMBL734178,Inhibitory concentration against Monoamine oxidase B was measured,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc2c(nn1)-c1ccccc1C2=O,,,CHEMBL1136363,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '35.10', 'le': '0.63', 'lle': '4.89', 'sei': '16.07'}",CHEMBL341071,,CHEMBL341071,6.89,0,http://www.openphacts.org/units/Nanomolar,319605,=,1,1,=,,IC50,nM,,130.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,nM,UO_0000065,,130.0
,216749,[],CHEMBL734179,Inhibitory concentration against Monoamine oxidase B was measured in baboon liver.,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C1c2ccccc2-c2nnc(-c3ccc(C(F)(F)F)cc3)cc21,,,CHEMBL1136363,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '21.59', 'le': '0.40', 'lle': '2.68', 'sei': '16.44'}",CHEMBL127983,,CHEMBL127983,7.05,0,http://www.openphacts.org/units/Nanomolar,319606,=,1,1,=,,IC50,nM,,90.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,nM,UO_0000065,,90.0
,217714,[],CHEMBL706869,Compound was tested for inhibition of monoamine oxidase-B (MAO-B).,B,,,BAO_0000190,BAO_0000357,single protein format,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,,,CHEMBL1151505,Bioorg. Med. Chem. Lett.,1996.0,"{'bei': '11.78', 'le': '0.27', 'lle': '0.92', 'sei': '9.17'}",CHEMBL158946,,CHEMBL158946,4.29,1,http://www.openphacts.org/units/Nanomolar,308502,=,1,1,=,,IC50,nM,,51000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,uM,UO_0000065,,51.0
,218929,[],CHEMBL706869,Compound was tested for inhibition of monoamine oxidase-B (MAO-B).,B,,,BAO_0000190,BAO_0000357,single protein format,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1151505,Bioorg. Med. Chem. Lett.,1996.0,,CHEMBL350464,,CHEMBL350464,,0,http://www.openphacts.org/units/Nanomolar,308497,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,uM,UO_0000065,,1000.0
,220366,[],CHEMBL734179,Inhibitory concentration against Monoamine oxidase B was measured in baboon liver.,B,,,BAO_0000190,BAO_0000221,tissue-based format,COCC(COc1ccc(OCc2cccc(C(F)(F)F)c2)cc1C(C)=O)C(=O)OC,,,CHEMBL1136363,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '17.48', 'le': '0.34', 'lle': '3.40', 'sei': '10.83'}",CHEMBL161896,,CHEMBL161896,7.70,0,http://www.openphacts.org/units/Nanomolar,319600,=,1,1,=,,IC50,nM,,20.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,nM,UO_0000065,,20.0
,227390,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1cccc(C)c1,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '16.04', 'le': '0.29', 'lle': '1.32', 'sei': '8.92'}",CHEMBL304241,,CHEMBL304241,4.72,0,http://www.openphacts.org/units/Nanomolar,111944,=,1,1,=,,IC50,nM,,19000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.000019
,231168,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1N=C(c2ccc(O)cc2O)CC1c1ccc(C)cc1,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '14.10', 'le': '0.26', 'lle': '1.28', 'sei': '5.98'}",CHEMBL62743,,CHEMBL62743,4.38,0,http://www.openphacts.org/units/Nanomolar,111953,=,1,1,=,,IC50,nM,,42000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.000042
,238848,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2CC(c3ccc(O)cc3)=NN2C(C)=O)c(OC)c1,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '13.81', 'le': '0.26', 'lle': '1.59', 'sei': '6.58'}",CHEMBL65252,,CHEMBL65252,4.70,0,http://www.openphacts.org/units/Nanomolar,111946,=,1,1,=,,IC50,nM,,20000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.00002
,243033,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1C1CC(c2ccc(O)cc2)=NN1C(C)=O,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '12.89', 'le': '0.24', 'lle': '0.90', 'sei': '6.44'}",CHEMBL293004,,CHEMBL293004,4.00,0,http://www.openphacts.org/units/Nanomolar,111945,=,1,1,=,,IC50,nM,,100000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.0001
,245757,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1ccccc1Cl,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '12.87', 'le': '0.25', 'lle': '0.31', 'sei': '7.66'}",CHEMBL63223,,CHEMBL63223,4.05,0,http://www.openphacts.org/units/Nanomolar,111942,=,1,1,=,,IC50,nM,,89000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.000089
,248413,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1ccc(Cl)cc1,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '13.97', 'le': '0.27', 'lle': '0.66', 'sei': '8.31'}",CHEMBL66639,,CHEMBL66639,4.40,0,http://www.openphacts.org/units/Nanomolar,111957,=,1,1,=,,IC50,nM,,40000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.00004
,248417,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1N=C(c2ccc(O)cc2O)CC1c1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149145,J. Med. Chem.,2004.0,,CHEMBL418480,,CHEMBL418480,,0,http://www.openphacts.org/units/Nanomolar,111954,=,1,1,=,,IC50,nM,,120000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.00012
,249883,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2CC(c3ccc(O)cc3O)=NN2C(C)=O)cc1,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '12.50', 'le': '0.23', 'lle': '1.28', 'sei': '4.95'}",CHEMBL291647,,CHEMBL291647,4.08,0,http://www.openphacts.org/units/Nanomolar,111951,=,1,1,=,,IC50,nM,,83000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.000083
,251133,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1cccc(Cl)c1,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '14.62', 'le': '0.29', 'lle': '0.86', 'sei': '8.70'}",CHEMBL303594,,CHEMBL303594,4.60,0,http://www.openphacts.org/units/Nanomolar,111943,=,1,1,=,,IC50,nM,,25000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.000025
,259339,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1ccc(C)cc1,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '15.37', 'le': '0.28', 'lle': '1.12', 'sei': '8.55'}",CHEMBL294811,,CHEMBL294811,4.52,0,http://www.openphacts.org/units/Nanomolar,111956,=,1,1,=,,IC50,nM,,30000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.00003
,262076,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2CC(c3ccc(O)cc3)=NN2C(C)=O)cc1,,,CHEMBL1149145,J. Med. Chem.,2004.0,"{'bei': '16.57', 'le': '0.31', 'lle': '2.04', 'sei': '8.28'}",CHEMBL65761,,CHEMBL65761,5.14,0,http://www.openphacts.org/units/Nanomolar,111955,=,1,1,=,,IC50,nM,,7200.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.0000072
,263245,[],CHEMBL732527,Inhibition of human monoamine oxidase B,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1C1CC(c2ccc(O)cc2O)=NN1C(C)=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1149145,J. Med. Chem.,2004.0,,CHEMBL303112,,CHEMBL303112,,0,http://www.openphacts.org/units/Nanomolar,111952,=,1,1,=,,IC50,nM,,130000.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,M,UO_0000065,,0.00013
,392951,[],CHEMBL814336,Compound was evaluated for inhibition of Microbial tyramine oxidase; irreversible,B,,,BAO_0000190,BAO_0000357,single protein format,NNC(=O)C1(c2ccccc2)CC1F,,,CHEMBL1148448,J. Med. Chem.,2004.0,"{'bei': '39.64', 'le': '0.75', 'lle': '7.04', 'sei': '13.97'}",CHEMBL299655,,CHEMBL299655,7.70,0,http://www.openphacts.org/units/Nanomolar,87095,=,1,1,=,,IC50,nM,,20.0,CHEMBL2039,Homo sapiens,Monoamine oxidase B,9606,,,IC50,uM,UO_0000065,,0.02
