activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,88380,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2cc3ccccc3n2)c2ccccc2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '13.33', 'le': '0.25', 'lle': '1.16', 'sei': '8.07'}",CHEMBL106231,,CHEMBL106231,7.57,0,http://www.openphacts.org/units/Nanomolar,197088,=,1,1,=,,IC50,nM,,27.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,27.0
,88381,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(Cn2c(CC)nc3ccccc32)c2ccccc2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.00', 'le': '0.22', 'lle': '-0.45', 'sei': '13.06'}",CHEMBL321539,,CHEMBL321539,6.61,0,http://www.openphacts.org/units/Nanomolar,197083,=,1,1,=,,IC50,nM,,246.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,246.0
,90255,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2cnc([N+](=O)[O-])c2)c2ccccc2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '13.91', 'le': '0.26', 'lle': '2.66', 'sei': '5.72'}",CHEMBL322439,,CHEMBL322439,7.82,0,http://www.openphacts.org/units/Nanomolar,197087,=,1,1,=,,IC50,nM,,15.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,15.0
,90256,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(Cn2cnc3ccccc32)c2ccccc2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '14.54', 'le': '0.27', 'lle': '1.10', 'sei': '15.02'}",CHEMBL104474,,CHEMBL104474,7.60,0,http://www.openphacts.org/units/Nanomolar,197085,=,1,1,=,,IC50,nM,,25.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,25.0
,90263,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2c(CC)nc3ccccc32)c2ccccc2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.29', 'le': '0.23', 'lle': '0.35', 'sei': '7.81'}",CHEMBL319622,,CHEMBL319622,7.32,0,http://www.openphacts.org/units/Nanomolar,197082,=,1,1,=,,IC50,nM,,48.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,48.0
,90270,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(c2ccccc2)C2Nc3ccccc3S(=O)(=O)N2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.33', 'le': '0.24', 'lle': '1.91', 'sei': '7.98'}",CHEMBL104867,,CHEMBL104867,7.26,0,http://www.openphacts.org/units/Nanomolar,197079,=,1,1,=,,IC50,nM,,55.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,55.0
,94290,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(c2ccccc2)C2Nc3ccccc3S(=O)(=O)N2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '13.15', 'le': '0.25', 'lle': '2.39', 'sei': '8.51'}",CHEMBL104867,,CHEMBL104867,7.75,0,http://www.openphacts.org/units/Nanomolar,197078,=,1,1,=,,IC50,nM,,18.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,18.0
,99327,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2nnc(-c3ccccc3)n2)c2ccccc2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '11.67', 'le': '0.22', 'lle': '1.24', 'sei': '5.82'}",CHEMBL104464,,CHEMBL104464,6.96,0,http://www.openphacts.org/units/Nanomolar,197092,=,1,1,=,,IC50,nM,,111.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,111.0
,100305,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2cnc3ccccc32)c2ccccc2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '14.79', 'le': '0.27', 'lle': '1.99', 'sei': '8.96'}",CHEMBL106803,,CHEMBL106803,8.40,0,http://www.openphacts.org/units/Nanomolar,197084,=,1,1,=,,IC50,nM,,4.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,4.0
,101400,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(C)(c2ccccc2)C2c3ccccc3C(=O)N2CC)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.68', 'le': '0.24', 'lle': '0.99', 'sei': '8.05'}",CHEMBL107380,,CHEMBL107380,7.75,0,http://www.openphacts.org/units/Nanomolar,197076,=,1,1,=,,IC50,nM,,18.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,18.0
,102400,[],CHEMBL654653,Binding affinity against C-C chemokine receptor type 5 stably expressed in Chinese hamster ovary (CHO) cells using [125I]-MIP-1 alpha as the radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2cnc(-c3ccccc3)c2)c2ccccc2)CC1,,,CHEMBL1133867,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '12.86', 'le': '0.24', 'lle': '0.72', 'sei': '8.15'}",CHEMBL320365,,CHEMBL320365,7.64,0,http://www.openphacts.org/units/Nanomolar,197090,=,1,1,=,,IC50,nM,,23.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,23.0
,105921,[],CHEMBL654035,Antagonistic activity against human C-C chemokine receptor type 5.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL61536,,CHEMBL61536,8.70,1,http://www.openphacts.org/units/Nanomolar,101472,=,1,1,=,,IC50,nM,,2.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,2.0
,105922,[],CHEMBL656492,Antagonistic activity against monkey C-C chemokine receptor type 5.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL61536,,CHEMBL61536,8.29,0,http://www.openphacts.org/units/Nanomolar,101472,=,1,1,=,,IC50,nM,,5.1,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,5.1
,105923,[],CHEMBL840572,Rises in intracellular [Ca2+] levels by using [Ca2+] sensitive Fluo4 dye in C-C chemokine receptor type 5-transfected CHO cells.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL61536,,CHEMBL61536,7.83,0,http://www.openphacts.org/units/Nanomolar,101472,=,1,1,=,,IC50,nM,,14.9,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,14.9
,105924,[],CHEMBL844887,Migration of compound was evaluated in cell migration assay with C-C chemokine receptor type 5-transfected L1.2 cells or activated human peripheral blood lymphocytes,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL61536,,CHEMBL61536,7.83,0,http://www.openphacts.org/units/Nanomolar,101472,=,1,1,=,,IC50,nM,,14.9,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,14.9
,105925,[],CHEMBL654035,Antagonistic activity against human C-C chemokine receptor type 5.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1nc(-c2ccccc2)nc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL61374,,CHEMBL61374,8.07,0,http://www.openphacts.org/units/Nanomolar,101491,=,1,1,=,,IC50,nM,,8.5,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,8.5
,105928,[],CHEMBL656492,Antagonistic activity against monkey C-C chemokine receptor type 5.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1nc(-c2ccccc2)nc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL61374,,CHEMBL61374,7.64,0,http://www.openphacts.org/units/Nanomolar,101491,=,1,1,=,,IC50,nM,,23.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,23.0
,105930,[],CHEMBL840572,Rises in intracellular [Ca2+] levels by using [Ca2+] sensitive Fluo4 dye in C-C chemokine receptor type 5-transfected CHO cells.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc(-c2ccccc2)nc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL61374,,CHEMBL61374,7.51,0,http://www.openphacts.org/units/Nanomolar,101491,=,1,1,=,,IC50,nM,,31.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,31.0
,105932,[],CHEMBL842384,Migration of compound was evaluated in cell migration assay with C-C chemokine receptor type 5-transfected L1.2 cells oractivated human peripheral blood lymphocytes,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc(-c2ccccc2)nc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL61374,,CHEMBL61374,7.78,0,http://www.openphacts.org/units/Nanomolar,101491,=,1,1,=,,IC50,nM,,16.5,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,16.5
,107098,[],CHEMBL654035,Antagonistic activity against human C-C chemokine receptor type 5.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(Nc3ccc(Br)cc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL292625,,CHEMBL292625,8.66,0,http://www.openphacts.org/units/Nanomolar,101508,=,1,1,=,,IC50,nM,,2.2,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,2.2
,107099,[],CHEMBL656492,Antagonistic activity against monkey C-C chemokine receptor type 5.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(Nc3ccc(Br)cc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL292625,,CHEMBL292625,9.30,0,http://www.openphacts.org/units/Nanomolar,101508,=,1,1,=,,IC50,nM,,0.5,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,0.5
,107100,[],CHEMBL840572,Rises in intracellular [Ca2+] levels by using [Ca2+] sensitive Fluo4 dye in C-C chemokine receptor type 5-transfected CHO cells.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(Nc3ccc(Br)cc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL292625,,CHEMBL292625,7.55,0,http://www.openphacts.org/units/Nanomolar,101508,=,1,1,=,,IC50,nM,,28.3,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,28.3
Not Determined,107101,[],CHEMBL844888,Migration of compound was evaluated in cell migration assay with C-C chemokine receptor type 5-transfected L1.2 cells or activated human peripheral blood lymphocytes; nd denotes not determined,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(Nc3ccc(Br)cc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL292625,,CHEMBL292625,,0,,101508,,1,0,,,IC50,nM,,,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,,,
,108135,[],CHEMBL654035,Antagonistic activity against human C-C chemokine receptor type 5.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3cccc(C#N)c3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL59511,,CHEMBL59511,9.22,1,http://www.openphacts.org/units/Nanomolar,101475,=,1,1,=,,IC50,nM,,0.6,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,0.6
,108136,[],CHEMBL656492,Antagonistic activity against monkey C-C chemokine receptor type 5.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3cccc(C#N)c3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL59511,,CHEMBL59511,8.55,0,http://www.openphacts.org/units/Nanomolar,101475,=,1,1,=,,IC50,nM,,2.8,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,2.8
,108137,[],CHEMBL840572,Rises in intracellular [Ca2+] levels by using [Ca2+] sensitive Fluo4 dye in C-C chemokine receptor type 5-transfected CHO cells.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3cccc(C#N)c3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL59511,,CHEMBL59511,7.97,0,http://www.openphacts.org/units/Nanomolar,101475,=,1,1,=,,IC50,nM,,10.8,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,10.8
Not Determined,108138,[],CHEMBL842383,Migration of compound was evaluated in cell migration assay with C-C chemokine receptor type 5-transfected L1.2 cells or activated human peripheral blood lymphocytes; nd denotes not determined,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3cccc(C#N)c3)c3ccccc3)CC2)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL59511,,CHEMBL59511,,0,,101475,,1,0,,,IC50,nM,,,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,,,
,109447,[],CHEMBL654035,Antagonistic activity against human C-C chemokine receptor type 5.,F,,,BAO_0000190,BAO_0000019,assay format,CC1(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CCN(C(=O)c2c[nH]c3ccccc23)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL60711,,CHEMBL60711,7.32,0,http://www.openphacts.org/units/Nanomolar,101496,=,1,1,=,,IC50,nM,,48.0,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,UO_0000065,,48.0
Not Determined,109448,[],CHEMBL656494,Antagonistic activity against monkey chemokine receptor C-C chemokine receptor type 5; nd denotes not determined,F,,,BAO_0000190,BAO_0000019,assay format,CC1(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CCN(C(=O)c2c[nH]c3ccccc23)CC1,,,CHEMBL1149140,J. Med. Chem.,2004.0,,CHEMBL60711,,CHEMBL60711,,0,,101496,,1,0,,,IC50,nM,,,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,9606,,,IC50,nM,,,
